cod_usuario,cod_produto,data_compra,quantidade,valor
3326,6,2019-02-21,18,16198.2
854,21,2021-01-25,19,113982.9
2734,1,2018-08-28,7,32136.3
2105,6,2020-08-20,10,8999
3230,2,2021-01-16,8,10766.24
2430,12,2020-04-05,12,930
1079,10,2021-03-20,11,7698.9
64,2,2021-07-23,12,16149.36
6,9,2020-10-22,11,4280.1
2939,7,2021-05-17,17,22108.33
1111,5,2020-06-18,2,874
284,5,2019-03-14,13,5681
1164,20,2021-07-21,5,649.5
1586,6,2021-06-06,13,11698.7
1677,17,2020-07-27,13,7593.3
1962,17,2021-07-18,15,8761.5
2344,6,2021-05-26,17,15298.3
1377,16,2020-08-31,16,80
5,15,2021-07-08,2,9.98
1214,8,2021-07-31,8,1756.56
962,10,2020-12-11,4,2799.6
516,16,2021-07-14,5,25
163,11,2020-01-29,3,149.7
935,5,2020-02-17,3,1311
109,18,2021-06-27,6,47.4
1376,2,2021-01-15,15,20186.7
445,4,2021-04-22,9,530.1
2649,2,2020-08-11,20,26915.6
2727,14,2021-07-02,20,2779.8
2667,19,2021-01-05,20,49998
1002,3,2020-07-05,20,40990
2484,11,2021-07-01,8,399.2
2517,14,2019-10-05,13,1806.87
2089,19,2021-06-26,12,29998.8
2439,8,2020-08-01,9,1976.13
1162,3,2021-06-18,11,22544.5
213,14,2021-03-30,10,1389.9
2641,21,2019-04-21,11,65990.1
2416,10,2021-06-24,20,13998
2453,5,2021-06-24,11,4807
2966,3,2021-06-25,19,38940.5
415,13,2021-06-21,16,158.4
2981,2,2021-07-18,10,13457.8
2123,1,2020-05-30,7,32136.3
2884,20,2021-06-16,16,2078.4
995,7,2020-12-31,11,14305.39
1412,18,2020-06-05,13,102.7
274,21,2019-06-06,12,71989.2
1817,10,2020-10-12,8,5599.2
1277,17,2021-05-26,6,3504.6
277,7,2021-07-25,1,1300.49
3051,15,2021-07-22,16,79.84
3398,3,2021-06-05,19,38940.5
321,2,2021-06-06,19,25569.82
2091,18,2021-01-23,4,31.6
379,11,2021-01-01,8,399.2
731,2,2020-08-16,15,20186.7
459,6,2021-06-09,15,13498.5
2707,15,2020-05-03,7,34.93
1723,16,2020-01-14,16,80
3215,3,2018-07-07,20,40990
215,21,2020-08-31,11,65990.1
1286,21,2021-07-14,2,11998.2
846,9,2021-06-08,2,778.2
539,9,2019-09-11,2,778.2
498,21,2021-05-05,3,17997.3
3296,11,2021-03-11,19,948.1
1570,14,2021-07-26,18,2501.82
710,17,2021-07-21,11,6425.1
3016,12,2019-11-15,16,1240
120,13,2021-07-14,18,178.2
1733,2,2020-01-19,16,21532.48
1695,1,2020-01-28,2,9181.8
1937,1,2019-12-29,12,55090.8
2063,7,2018-09-30,2,2600.98
2491,6,2021-06-28,6,5399.4
627,16,2021-07-21,4,20
2730,12,2020-02-21,5,387.5
3358,8,2019-07-19,17,3732.69
1536,7,2021-01-16,20,26009.8
1731,19,2020-02-20,15,37498.5
887,2,2021-02-09,20,26915.6
622,15,2020-11-16,5,24.95
1400,6,2021-06-24,2,1799.8
2574,4,2021-07-31,14,824.6
3380,17,2018-10-29,11,6425.1
1399,6,2020-08-03,14,12598.6
3190,4,2019-12-28,5,294.5
923,13,2020-02-14,7,69.3
2547,3,2020-08-04,20,40990
2861,7,2021-03-24,16,20807.84
2284,17,2021-06-17,15,8761.5
2391,11,2021-02-21,7,349.3
588,13,2020-06-03,13,128.7
1591,18,2019-07-18,12,94.8
3400,12,2019-08-18,1,77.5
1260,12,2021-06-16,14,1085
2157,20,2020-04-11,13,1688.7
1555,4,2021-05-21,15,883.5
3167,10,2020-12-26,14,9798.6
2938,3,2020-02-13,17,34841.5
3069,13,2020-12-29,1,9.9
1616,21,2021-06-06,1,5999.1
1929,1,2019-07-26,13,59681.7
872,7,2019-11-17,1,1300.49
3156,8,2021-07-31,11,2415.27
3340,14,2021-07-22,4,555.96
2790,18,2021-03-31,5,39.5
54,5,2020-11-18,19,8303
79,14,2021-01-25,15,2084.85
1377,4,2021-04-04,10,589
2680,17,2020-07-26,12,7009.2
2447,11,2021-03-12,12,598.8
1959,21,2021-07-16,3,17997.3
1737,14,2020-03-15,15,2084.85
644,8,2021-06-18,15,3293.55
520,8,2021-07-16,1,219.57
802,2,2021-01-01,6,8074.68
2998,19,2019-04-23,11,27498.9
2060,11,2021-06-18,5,249.5
553,5,2021-02-03,15,6555
1944,16,2019-10-04,15,75
3172,12,2020-01-12,16,1240
2864,8,2020-08-13,8,1756.56
3132,19,2020-05-19,7,17499.3
2713,10,2020-06-07,3,2099.7
1443,1,2020-12-21,16,73454.4
2610,15,2020-04-11,7,34.93
1346,5,2021-07-24,4,1748
1549,15,2020-01-08,13,64.87
2117,3,2018-12-11,15,30742.5
1143,17,2021-06-03,12,7009.2
3117,20,2021-03-24,8,1039.2
101,6,2021-07-19,19,17098.1
1003,18,2021-04-26,1,7.9
1254,10,2021-07-17,17,11898.3
2979,21,2021-04-18,19,113982.9
1878,17,2020-06-29,18,10513.8
2980,3,2020-12-19,3,6148.5
3382,21,2020-05-18,10,59991
1501,5,2021-07-28,9,3933
408,5,2021-04-09,7,3059
1533,11,2019-09-16,16,798.4
1216,19,2020-09-11,14,34998.6
681,10,2021-07-17,16,11198.4
566,20,2021-05-23,7,909.3
2815,14,2020-09-20,14,1945.86
859,18,2021-03-07,8,63.2
2975,11,2021-07-29,10,499
644,13,2021-07-25,7,69.3
2653,19,2019-02-25,20,49998
1301,18,2021-01-15,6,47.4
1838,1,2020-05-18,7,32136.3
2434,19,2021-07-09,10,24999
2886,21,2020-06-15,13,77988.3
595,11,2021-04-24,2,99.8
2709,14,2020-05-18,14,1945.86
1411,2,2020-11-28,2,2691.56
2383,2,2021-02-23,7,9420.46
508,1,2020-03-11,11,50499.9
556,8,2020-05-04,9,1976.13
2736,7,2020-04-19,4,5201.96
2034,2,2021-07-26,20,26915.6
3165,16,2021-03-19,1,5
1147,16,2021-04-10,11,55
2728,7,2020-03-11,17,22108.33
2278,16,2021-04-04,15,75
635,16,2019-08-11,3,15
184,2,2021-06-06,19,25569.82
1779,13,2021-07-08,6,59.4
1826,6,2020-10-08,6,5399.4
109,17,2021-07-05,5,2920.5
895,11,2021-05-06,14,698.6
2696,14,2021-04-16,11,1528.89
1282,10,2021-02-20,20,13998
3142,17,2020-08-20,8,4672.8
1276,17,2021-07-17,13,7593.3
1724,13,2021-07-01,4,39.6
89,15,2021-04-12,13,64.87
1214,18,2021-07-21,18,142.2
1488,10,2021-01-24,7,4899.3
1568,17,2019-03-25,11,6425.1
1847,6,2020-03-12,19,17098.1
1851,9,2019-07-09,15,5836.5
2499,5,2020-10-28,4,1748
3366,18,2020-10-06,18,142.2
2690,14,2021-05-24,6,833.94
2745,5,2021-06-18,18,7866
1255,20,2020-10-08,7,909.3
1449,13,2020-07-08,17,168.3
1354,15,2020-08-14,9,44.91
1367,18,2019-06-15,2,15.8
501,17,2020-06-20,16,9345.6
923,14,2020-02-10,7,972.93
572,1,2021-06-19,8,36727.2
1567,5,2018-12-28,18,7866
1820,15,2020-09-25,11,54.89
1039,15,2020-01-26,19,94.81
441,11,2020-01-31,12,598.8
3088,2,2021-06-04,5,6728.9
2440,11,2021-06-29,9,449.1
1155,8,2021-06-26,13,2854.41
358,9,2020-09-14,5,1945.5
2750,15,2020-10-25,13,64.87
435,5,2020-03-07,7,3059
2604,9,2018-12-23,16,6225.6
723,9,2021-07-26,20,7782
586,11,2021-03-08,11,548.9
2816,10,2021-07-13,13,9098.7
977,13,2019-09-17,9,89.1
596,4,2020-12-18,2,117.8
3112,21,2021-07-05,19,113982.9
992,1,2020-07-27,16,73454.4
373,6,2021-04-29,19,17098.1
1339,5,2021-04-12,10,4370
2402,3,2019-12-08,14,28693
832,11,2021-01-05,17,848.3
41,13,2020-01-12,4,39.6
2463,10,2018-06-11,18,12598.2
949,14,2020-04-04,2,277.98
2395,11,2021-06-04,6,299.4
3375,20,2021-07-04,5,649.5
1005,17,2020-10-12,20,11682
18,15,2020-12-26,5,24.95
589,14,2021-06-26,19,2640.81
1686,11,2020-02-01,16,798.4
1700,17,2019-09-01,5,2920.5
2640,8,2021-02-22,7,1536.99
3269,18,2021-02-17,5,39.5
2961,3,2020-08-06,9,18445.5
3354,4,2020-09-16,9,530.1
2931,16,2020-09-10,13,65
2551,10,2019-06-08,7,4899.3
11,5,2020-10-23,16,6992
1759,9,2021-03-18,2,778.2
927,18,2020-12-28,13,102.7
317,16,2020-08-10,17,85
2596,14,2020-08-13,12,1667.88
3159,19,2020-10-03,11,27498.9
2669,9,2018-02-28,5,1945.5
2649,7,2021-03-19,20,26009.8
416,5,2021-07-31,7,3059
765,16,2020-05-18,2,10
1238,17,2019-03-16,2,1168.2
1528,2,2020-07-24,4,5383.12
3230,16,2020-09-10,5,25
2098,8,2021-06-25,20,4391.4
2416,13,2021-07-17,1,9.9
2540,10,2021-02-01,2,1399.8
2515,16,2019-12-10,19,95
662,18,2021-07-02,14,110.6
3367,18,2019-09-22,14,110.6
3279,2,2020-10-11,12,16149.36
2049,7,2021-01-20,6,7802.94
1357,2,2021-06-05,2,2691.56
871,20,2021-05-04,7,909.3
2830,4,2020-08-06,20,1178
2266,1,2020-08-19,15,68863.5
1459,18,2020-10-24,6,47.4
2653,11,2020-07-15,10,499
1746,3,2020-07-18,1,2049.5
2704,15,2020-11-02,9,44.91
2313,6,2020-12-12,19,17098.1
294,3,2021-07-06,11,22544.5
3173,2,2020-02-24,11,14803.58
2616,20,2021-07-31,7,909.3
2203,20,2021-02-12,9,1169.1
1276,7,2021-06-15,3,3901.47
1678,14,2019-07-25,13,1806.87
2731,1,2019-02-03,16,73454.4
3051,19,2020-04-15,2,4999.8
321,16,2020-10-18,12,60
1100,10,2021-06-13,18,12598.2
1813,12,2021-03-11,18,1395
1266,5,2019-11-29,10,4370
2794,12,2021-06-20,3,232.5
2671,17,2021-03-22,9,5256.9
642,13,2021-05-18,2,19.8
2444,13,2020-06-25,3,29.7
835,10,2021-06-24,11,7698.9
1996,20,2020-02-24,11,1428.9
2394,20,2019-12-12,10,1299
3121,21,2019-01-12,19,113982.9
2824,11,2021-07-09,10,499
134,9,2021-04-17,9,3501.9
3113,7,2021-03-08,10,13004.9
351,19,2021-04-21,9,22499.1
2904,6,2021-04-12,7,6299.3
2075,4,2021-05-14,10,589
926,21,2021-07-15,19,113982.9
2367,12,2019-11-07,13,1007.5
2401,16,2021-02-19,7,35
2932,16,2021-07-19,10,50
1060,20,2020-11-11,13,1688.7
319,7,2019-08-01,12,15605.88
3036,20,2020-02-16,1,129.9
1899,14,2020-12-29,1,138.99
3285,15,2020-09-12,10,49.9
3309,14,2021-04-26,8,1111.92
675,9,2020-11-30,7,2723.7
1708,20,2020-06-26,19,2468.1
1353,12,2021-07-07,1,77.5
2159,14,2021-06-27,2,277.98
655,6,2021-02-02,17,15298.3
1942,13,2021-04-27,19,188.1
1433,2,2020-11-18,10,13457.8
2757,8,2021-06-16,13,2854.41
1245,10,2019-11-08,9,6299.1
2016,13,2020-12-18,2,19.8
1516,4,2020-02-12,20,1178
1533,12,2019-09-24,2,155
199,5,2020-03-20,15,6555
609,21,2021-06-13,11,65990.1
1208,4,2021-03-11,14,824.6
3049,6,2020-08-16,18,16198.2
3251,5,2021-07-08,6,2622
22,3,2020-05-13,16,32792
1139,18,2020-07-04,19,150.1
2421,14,2019-01-30,15,2084.85
3191,8,2019-06-28,3,658.71
34,9,2021-02-13,3,1167.3
2788,14,2021-07-03,17,2362.83
2346,2,2019-07-14,7,9420.46
3282,5,2021-01-09,13,5681
3192,20,2018-11-25,2,259.8
3271,1,2020-04-29,2,9181.8
802,11,2021-03-13,3,149.7
943,21,2021-07-11,9,53991.9
2577,18,2020-08-28,13,102.7
78,19,2021-02-13,14,34998.6
19,19,2021-03-09,18,44998.2
3064,7,2020-06-17,13,16906.37
1519,17,2019-10-20,18,10513.8
3135,11,2020-05-13,8,399.2
1157,13,2021-06-18,6,59.4
101,12,2020-11-20,15,1162.5
2851,2,2021-04-27,10,13457.8
3078,13,2019-04-16,15,148.5
1594,19,2020-02-25,1,2499.9
1889,15,2019-08-18,19,94.81
76,13,2020-03-20,8,79.2
665,20,2020-10-03,9,1169.1
311,11,2019-11-17,16,798.4
3275,16,2020-07-27,15,75
1752,5,2020-05-12,18,7866
3057,18,2021-02-07,1,7.9
399,11,2021-05-14,7,349.3
2002,5,2019-08-09,15,6555
395,3,2020-07-12,13,26643.5
1690,11,2019-06-19,9,449.1
335,7,2020-12-18,6,7802.94
210,6,2021-06-07,5,4499.5
509,1,2021-04-07,14,64272.6
515,16,2021-04-28,8,40
1195,21,2021-07-20,1,5999.1
1099,21,2021-01-19,6,35994.6
2777,20,2020-10-26,2,259.8
2794,19,2021-04-27,16,39998.4
3280,17,2020-07-11,6,3504.6
2699,8,2020-12-12,8,1756.56
2633,5,2020-11-15,15,6555
1696,15,2020-11-23,1,4.99
1875,6,2021-04-22,14,12598.6
448,10,2021-05-28,20,13998
640,11,2021-07-17,10,499
670,17,2019-09-14,18,10513.8
3317,2,2021-07-22,13,17495.14
772,13,2021-04-13,8,79.2
929,10,2021-07-29,1,699.9
1696,18,2020-06-12,1,7.9
899,1,2021-01-04,10,45909
2920,15,2020-04-21,9,44.91
753,14,2021-07-10,17,2362.83
326,16,2021-04-09,18,90
2584,18,2020-08-08,14,110.6
2772,1,2020-01-21,1,4590.9
2919,11,2018-07-05,18,898.2
85,17,2021-04-09,9,5256.9
2654,9,2020-05-11,2,778.2
3127,13,2021-05-08,10,99
633,6,2020-12-29,7,6299.3
534,16,2021-07-03,3,15
1551,9,2021-03-19,11,4280.1
426,5,2020-05-01,19,8303
2941,8,2021-05-20,1,219.57
621,6,2020-11-20,14,12598.6
1883,10,2020-09-23,20,13998
355,4,2021-05-14,19,1119.1
484,15,2021-06-27,2,9.98
121,8,2020-01-04,12,2634.84
1282,9,2021-07-22,2,778.2
337,1,2021-07-24,11,50499.9
2496,14,2020-08-21,8,1111.92
2340,7,2020-03-16,9,11704.41
4,8,2021-03-02,12,2634.84
2789,3,2018-12-28,14,28693
3106,13,2020-07-01,14,138.6
2578,14,2020-10-01,7,972.93
485,1,2021-07-12,14,64272.6
3097,13,2021-07-30,3,29.7
2306,19,2018-08-19,9,22499.1
2309,5,2020-12-18,4,1748
1592,7,2020-09-18,3,3901.47
1509,11,2021-01-13,18,898.2
2765,6,2020-01-05,6,5399.4
1817,19,2020-10-25,19,47498.1
975,18,2020-08-27,3,23.7
163,2,2019-05-10,4,5383.12
598,21,2021-06-25,4,23996.4
1108,4,2021-04-02,8,471.2
2196,8,2021-07-08,18,3952.26
2819,11,2021-02-16,7,349.3
1416,19,2021-04-13,4,9999.6
2337,21,2019-11-07,7,41993.7
1484,19,2019-11-05,10,24999
1380,18,2021-02-20,1,7.9
1059,20,2020-12-11,15,1948.5
1373,10,2021-06-17,14,9798.6
2089,13,2020-12-12,7,69.3
712,9,2021-02-14,17,6614.7
2890,17,2019-12-13,12,7009.2
3228,7,2021-07-06,11,14305.39
3022,9,2021-01-25,8,3112.8
2493,6,2020-12-14,20,17998
3005,7,2021-04-28,17,22108.33
2713,19,2020-12-06,5,12499.5
2784,17,2019-09-18,20,11682
3264,16,2020-10-22,1,5
1462,1,2021-06-24,12,55090.8
145,14,2021-06-11,13,1806.87
1222,16,2020-11-28,17,85
2994,17,2021-07-06,11,6425.1
944,1,2020-06-27,14,64272.6
768,3,2020-02-06,17,34841.5
396,16,2020-01-24,19,95
671,6,2021-02-26,9,8099.1
3322,5,2020-03-19,2,874
2037,20,2020-11-28,20,2598
1691,19,2021-07-18,11,27498.9
3295,20,2020-02-04,14,1818.6
39,17,2019-10-22,10,5841
948,13,2019-07-15,7,69.3
3046,10,2021-02-10,16,11198.4
3237,16,2020-08-06,17,85
2455,19,2020-07-15,19,47498.1
1612,19,2019-10-10,6,14999.4
1127,11,2021-07-19,10,499
2962,18,2020-11-24,20,158
59,14,2020-04-07,20,2779.8
928,9,2021-02-05,6,2334.6
1419,10,2021-02-13,2,1399.8
1841,12,2021-01-16,13,1007.5
1613,11,2021-05-01,8,399.2
1356,1,2021-04-24,4,18363.6
3205,9,2019-06-08,13,5058.3
2335,19,2020-04-09,19,47498.1
2103,14,2020-04-08,11,1528.89
3100,1,2019-11-06,10,45909
2903,18,2019-12-05,6,47.4
605,6,2021-01-24,5,4499.5
3192,18,2020-12-01,1,7.9
983,4,2021-05-10,1,58.9
2123,10,2020-01-18,12,8398.8
213,18,2021-06-24,19,150.1
30,8,2021-03-18,4,878.28
1688,15,2019-06-13,2,9.98
48,18,2020-07-11,20,158
1088,2,2021-05-06,15,20186.7
2497,15,2021-07-02,2,9.98
996,3,2021-06-24,15,30742.5
3178,9,2021-06-07,4,1556.4
1413,7,2020-08-02,20,26009.8
2924,18,2021-07-05,9,71.1
843,1,2021-07-30,9,41318.1
2770,21,2021-04-02,14,83987.4
2755,6,2020-03-30,14,12598.6
1288,4,2020-08-27,7,412.3
3001,6,2019-12-04,4,3599.6
2519,1,2020-11-15,16,73454.4
980,17,2020-08-31,16,9345.6
1417,2,2020-10-13,3,4037.34
700,12,2020-08-06,13,1007.5
3085,11,2019-08-14,20,998
1461,15,2021-05-25,5,24.95
586,7,2020-08-20,13,16906.37
1830,9,2020-08-23,14,5447.4
2040,17,2021-06-07,20,11682
1869,18,2019-09-18,20,158
137,6,2021-07-23,16,14398.4
278,2,2019-12-22,10,13457.8
2491,3,2021-05-11,6,12297
2768,8,2021-02-19,9,1976.13
1792,6,2021-03-13,1,899.9
572,8,2020-08-03,19,4171.83
251,9,2021-07-06,3,1167.3
226,13,2019-06-10,6,59.4
2462,8,2021-01-13,15,3293.55
940,18,2020-08-30,4,31.6
2957,20,2018-05-20,8,1039.2
3373,9,2021-05-31,2,778.2
3056,7,2020-01-23,1,1300.49
1511,14,2020-05-25,15,2084.85
3058,21,2020-07-06,15,89986.5
1858,3,2019-01-27,8,16396
2706,1,2021-02-04,10,45909
2380,7,2021-04-06,7,9103.43
2395,12,2021-04-26,15,1162.5
3251,1,2021-07-04,7,32136.3
601,17,2020-03-04,15,8761.5
1870,14,2018-12-02,17,2362.83
2072,18,2021-01-23,11,86.9
1307,14,2021-05-31,9,1250.91
2824,13,2021-07-01,10,99
2927,6,2021-05-08,6,5399.4
596,2,2020-12-16,15,20186.7
172,21,2021-07-18,19,113982.9
69,14,2021-03-06,6,833.94
3301,14,2020-11-21,9,1250.91
2482,12,2019-08-22,19,1472.5
3263,1,2020-11-12,1,4590.9
2712,9,2020-12-16,5,1945.5
2608,7,2021-03-27,2,2600.98
570,18,2019-12-24,3,23.7
2615,18,2021-04-18,1,7.9
2848,5,2021-02-01,9,3933
1089,15,2021-05-24,17,84.83
2968,7,2020-05-26,13,16906.37
1492,11,2021-04-22,18,898.2
2659,11,2020-10-13,16,798.4
2914,4,2021-06-18,10,589
2336,12,2021-06-14,12,930
3050,6,2018-08-04,18,16198.2
126,12,2020-10-17,18,1395
2938,14,2020-10-11,3,416.97
1674,10,2020-07-24,4,2799.6
491,4,2021-07-20,1,58.9
298,9,2021-07-14,17,6614.7
968,16,2021-07-31,16,80
2104,21,2021-07-27,5,29995.5
1266,11,2020-01-04,9,449.1
1667,5,2021-03-30,4,1748
259,12,2020-07-20,18,1395
1896,4,2019-10-14,19,1119.1
32,2,2020-07-15,20,26915.6
2876,16,2021-07-18,10,50
2726,20,2021-03-14,20,2598
3238,17,2021-02-14,1,584.1
1545,16,2021-01-27,8,40
1795,5,2021-06-09,16,6992
1159,13,2021-03-10,11,108.9
363,6,2020-10-29,2,1799.8
1421,18,2021-02-08,7,55.3
2863,12,2021-07-10,8,620
3121,3,2020-06-03,10,20495
1221,15,2020-08-15,16,79.84
497,20,2020-06-25,12,1558.8
166,14,2021-07-29,13,1806.87
647,7,2020-11-04,9,11704.41
692,18,2021-02-15,5,39.5
2195,4,2019-11-28,3,176.7
1165,19,2021-04-03,14,34998.6
2499,11,2021-02-20,11,548.9
2670,4,2021-05-07,2,117.8
3371,11,2018-07-27,9,449.1
1437,8,2021-05-26,14,3073.98
1240,2,2021-06-15,7,9420.46
2817,11,2020-10-07,16,798.4
1591,11,2021-03-18,8,399.2
2281,6,2019-08-28,13,11698.7
354,5,2021-07-12,7,3059
2856,12,2021-07-03,10,775
65,9,2021-07-02,7,2723.7
1334,12,2020-08-30,5,387.5
3260,20,2020-03-07,12,1558.8
965,18,2020-08-16,4,31.6
300,18,2020-06-11,11,86.9
599,17,2020-03-25,13,7593.3
1548,7,2020-06-12,4,5201.96
2196,9,2021-07-23,2,778.2
3157,18,2019-09-04,9,71.1
1002,18,2020-03-01,8,63.2
566,15,2021-05-27,15,74.85
2297,2,2018-11-10,20,26915.6
2041,14,2019-11-28,5,694.95
1828,6,2019-11-10,11,9898.9
2475,11,2021-06-24,10,499
2452,21,2020-09-10,8,47992.8
2809,13,2020-08-25,14,138.6
488,17,2021-01-01,16,9345.6
1204,1,2021-03-11,14,64272.6
2223,13,2021-07-18,19,188.1
1640,16,2021-07-07,2,10
2085,4,2020-12-26,17,1001.3
3288,2,2019-12-03,20,26915.6
1343,11,2020-11-19,7,349.3
1064,19,2021-04-14,9,22499.1
2899,10,2019-02-17,17,11898.3
2510,15,2021-05-13,12,59.88
804,18,2021-02-15,2,15.8
325,20,2021-01-05,12,1558.8
2453,12,2021-01-20,14,1085
1943,11,2019-12-03,10,499
2817,18,2021-07-06,14,110.6
883,16,2021-07-24,11,55
2422,15,2021-05-14,4,19.96
2229,6,2019-06-13,12,10798.8
3077,11,2019-04-01,6,299.4
193,6,2020-03-07,12,10798.8
654,18,2020-09-06,6,47.4
655,19,2021-03-27,17,42498.3
600,18,2021-06-23,2,15.8
2463,21,2020-12-13,14,83987.4
1625,15,2020-04-08,20,99.8
273,9,2021-01-05,8,3112.8
2192,9,2021-02-02,11,4280.1
2748,19,2021-01-02,16,39998.4
2551,3,2020-10-24,18,36891
413,3,2021-02-02,20,40990
50,16,2021-07-20,12,60
1097,7,2021-03-29,4,5201.96
1500,5,2021-04-02,19,8303
2181,10,2020-09-12,1,699.9
885,8,2020-12-25,15,3293.55
162,15,2020-02-12,10,49.9
3391,1,2019-06-10,7,32136.3
2044,5,2021-07-07,5,2185
270,15,2021-07-28,17,84.83
1013,6,2021-01-23,12,10798.8
2159,10,2020-07-30,13,9098.7
105,16,2021-06-03,18,90
3386,9,2020-02-28,9,3501.9
1372,19,2021-07-09,5,12499.5
1278,9,2021-04-24,13,5058.3
2497,14,2021-05-24,7,972.93
547,5,2020-05-12,4,1748
293,10,2020-09-25,7,4899.3
2639,17,2020-12-30,5,2920.5
2282,7,2021-02-23,18,23408.82
2417,16,2019-06-07,7,35
3327,2,2021-02-26,17,22878.26
2030,14,2019-05-31,15,2084.85
92,16,2021-06-09,3,15
2628,14,2020-08-25,20,2779.8
1196,17,2021-06-06,17,9929.7
2813,7,2021-07-24,8,10403.92
521,12,2021-02-11,20,1550
2353,8,2020-06-19,19,4171.83
943,7,2021-04-26,11,14305.39
3109,19,2020-10-22,17,42498.3
392,15,2020-11-09,19,94.81
2232,4,2018-05-13,2,117.8
2290,8,2021-06-15,2,439.14
1163,11,2020-08-03,1,49.9
606,14,2021-01-26,11,1528.89
1011,13,2020-01-31,11,108.9
1677,6,2021-05-02,15,13498.5
1815,15,2021-02-16,11,54.89
931,7,2020-05-06,17,22108.33
1773,7,2021-07-12,6,7802.94
1659,9,2019-09-10,17,6614.7
1952,3,2020-01-10,15,30742.5
2761,13,2020-07-24,13,128.7
46,11,2020-07-22,9,449.1
2308,14,2021-03-26,20,2779.8
79,3,2021-06-19,18,36891
421,9,2020-08-22,9,3501.9
449,7,2021-06-05,2,2600.98
2970,19,2020-01-10,15,37498.5
1043,1,2020-06-14,15,68863.5
876,14,2021-06-28,6,833.94
2857,4,2020-01-19,2,117.8
1869,4,2019-12-17,16,942.4
893,6,2021-06-20,9,8099.1
2416,15,2021-07-27,4,19.96
2034,15,2021-07-15,20,99.8
1637,15,2021-07-04,4,19.96
3002,13,2020-09-18,9,89.1
1465,3,2020-09-01,6,12297
183,6,2021-01-19,11,9898.9
880,21,2019-06-08,12,71989.2
902,12,2020-11-18,7,542.5
1324,16,2021-07-06,10,50
3001,7,2020-03-06,10,13004.9
1424,2,2021-06-27,16,21532.48
184,4,2021-05-28,5,294.5
1960,15,2021-03-26,4,19.96
48,7,2020-09-04,18,23408.82
2391,11,2020-11-11,20,998
1375,20,2020-05-29,16,2078.4
2487,21,2021-07-24,11,65990.1
715,20,2021-02-22,6,779.4
520,20,2021-07-30,5,649.5
777,15,2021-07-03,14,69.86
329,17,2020-09-12,15,8761.5
2246,13,2021-06-01,16,158.4
242,17,2019-06-04,9,5256.9
2995,18,2020-12-16,20,158
2518,11,2021-06-04,20,998
157,19,2020-05-11,7,17499.3
1267,21,2021-01-17,19,113982.9
224,15,2021-04-11,7,34.93
2670,11,2020-10-26,1,49.9
2590,8,2020-05-17,18,3952.26
36,12,2021-02-19,7,542.5
1040,11,2021-07-18,4,199.6
2248,8,2019-08-18,2,439.14
339,8,2020-11-12,2,439.14
3012,20,2020-02-15,14,1818.6
3201,1,2020-10-24,11,50499.9
1444,15,2021-01-08,12,59.88
1368,21,2020-06-25,4,23996.4
1449,2,2019-09-20,1,1345.78
2339,14,2021-05-26,10,1389.9
879,5,2019-12-30,2,874
462,5,2020-10-23,20,8740
40,2,2021-07-20,13,17495.14
385,10,2021-05-25,10,6999
2922,8,2020-11-05,1,219.57
287,17,2021-06-29,7,4088.7
1037,15,2020-07-19,15,74.85
651,13,2020-09-11,5,49.5
3394,2,2019-07-31,8,10766.24
1376,6,2020-11-10,20,17998
498,12,2020-09-08,14,1085
1097,16,2021-02-02,20,100
1737,18,2019-09-21,5,39.5
2834,8,2021-04-25,10,2195.7
3369,12,2020-05-29,9,697.5
2885,5,2019-07-28,4,1748
3025,3,2021-02-07,5,10247.5
2515,14,2019-08-17,2,277.98
744,9,2020-10-16,15,5836.5
1154,9,2020-01-22,13,5058.3
3013,4,2021-01-12,12,706.8
1372,18,2021-07-14,19,150.1
518,10,2021-04-19,20,13998
1615,4,2020-03-29,13,765.7
195,10,2021-07-16,3,2099.7
1741,11,2020-12-01,2,99.8
2416,3,2021-07-03,15,30742.5
512,15,2021-04-26,1,4.99
1082,12,2021-07-18,8,620
294,13,2019-12-21,19,188.1
1812,2,2021-07-17,13,17495.14
2151,10,2021-07-15,10,6999
2011,16,2019-06-29,13,65
2432,13,2019-06-08,15,148.5
2713,2,2020-10-04,17,22878.26
754,18,2021-05-22,12,94.8
3113,4,2021-03-19,15,883.5
1706,11,2021-01-13,18,898.2
2752,6,2021-05-01,7,6299.3
981,7,2021-03-11,4,5201.96
1247,17,2021-07-28,17,9929.7
856,19,2021-04-03,3,7499.7
3274,12,2021-07-07,7,542.5
1608,19,2019-10-27,13,32498.7
98,19,2021-01-20,11,27498.9
1870,8,2018-03-01,10,2195.7
495,10,2020-08-28,20,13998
1053,7,2021-06-16,11,14305.39
1387,3,2021-01-17,4,8198
1539,17,2020-07-16,16,9345.6
1603,10,2021-05-04,3,2099.7
2236,15,2021-03-01,4,19.96
976,16,2021-03-15,18,90
3233,2,2021-07-29,9,12112.02
928,14,2021-03-17,3,416.97
1846,13,2021-07-24,4,39.6
2797,14,2021-04-10,19,2640.81
3183,4,2019-06-24,14,824.6
1659,21,2019-11-14,2,11998.2
1343,14,2021-04-20,15,2084.85
2105,18,2021-02-27,10,79
1292,10,2021-07-18,11,7698.9
1538,10,2019-09-04,3,2099.7
3191,16,2020-10-12,11,55
2794,3,2021-05-14,18,36891
492,9,2021-01-06,8,3112.8
656,21,2021-06-29,10,59991
