cod_usuario,data_cadastro,faixa_etaria,cidade,estado
38113,2019-08-30,Entre 62 a 70 anos,Borba,Amazonas
52073,2021-06-02,Entre 37 a 49 anos,Ibirapuã,Bahia
96934,2018-05-26,Entre 50 a 61 anos,Lagoa de Pedras,Rio Grande do Norte
3879,2018-12-15,Entre 62 a 70 anos,Piranga,Minas Gerais
96614,2019-09-15,Entre 28 a 36 anos,Ielmo Marinho,Rio Grande do Norte
19980,2019-02-01,Entre 10 a 15 anos,Canguaretama,Rio Grande do Norte
56276,2019-04-13,Entre 37 a 49 anos,Laranjeiras do Sul,Paraná
28227,2018-07-05,Entre 50 a 61 anos,Guaraniaçu,Paraná
12749,2019-01-19,Entre 16 a 21 anos,Quiterianópolis,Ceará
71806,2019-11-03,Entre 16 a 21 anos,Esmeralda,Rio Grande do Sul
33538,2019-11-30,Entre 37 a 49 anos,Matão,São Paulo
6648,2021-03-24,Entre 22 a 27 anos,Japaraíba,Minas Gerais
28515,2019-03-25,Entre 10 a 15 anos,Jarinu,São Paulo
43305,2021-04-06,Mais de 70 anos,Matinha,Maranhão
59912,2019-09-21,Entre 22 a 27 anos,Mesquita,Minas Gerais
70791,2018-08-29,Mais de 70 anos,Vista Alegre do Alto,São Paulo
56752,2019-04-03,Entre 28 a 36 anos,Corumbaíba,Goiás
48562,2020-05-12,Entre 37 a 49 anos,Aperibé,Rio de Janeiro
12475,2021-03-23,Entre 62 a 70 anos,Campo Azul,Minas Gerais
98843,2021-04-25,Entre 37 a 49 anos,Montalvânia,Minas Gerais
69613,2019-04-17,Entre 10 a 15 anos,Tamboril do Piauí,Piauí
77496,2020-10-27,Entre 28 a 36 anos,São Cristóvão do Sul,Santa Catarina
18806,2018-10-10,Entre 50 a 61 anos,Rio dos Índios,Rio Grande do Sul
79436,2018-09-08,Mais de 70 anos,Novo Alegre,Tocantins
74119,2018-12-09,Entre 50 a 61 anos,Jaú do Tocantins,Tocantins
26742,2020-06-03,Mais de 70 anos,Manaquiri,Amazonas
83866,2018-01-14,Entre 37 a 49 anos,Itapiúna,Ceará
71135,2019-08-28,Entre 10 a 15 anos,Monte Alegre do Piauí,Piauí
35743,2021-01-23,Entre 28 a 36 anos,Tabatinga,Amazonas
16840,2019-05-15,Entre 16 a 21 anos,Brotas,São Paulo
99112,2019-07-23,Entre 16 a 21 anos,Pedregulho,São Paulo
75588,2019-03-31,Entre 28 a 36 anos,Limeira do Oeste,Minas Gerais
15912,2020-01-28,Entre 28 a 36 anos,Santa Luzia do Norte,Alagoas
20822,2019-01-03,Entre 62 a 70 anos,Maravilha,Santa Catarina
18242,2019-08-08,Entre 50 a 61 anos,Perobal,Paraná
12375,2019-12-13,Entre 62 a 70 anos,Caraíbas,Bahia
57336,2018-03-27,Entre 16 a 21 anos,Anhumas,São Paulo
42695,2021-05-17,Entre 16 a 21 anos,Macatuba,São Paulo
29643,2021-06-10,Entre 62 a 70 anos,Araçariguama,São Paulo
12042,2018-12-17,Entre 28 a 36 anos,Santana do Acaraú,Ceará
54763,2021-07-21,Entre 37 a 49 anos,Munhoz,Minas Gerais
21202,2020-11-03,Entre 50 a 61 anos,Seberi,Rio Grande do Sul
30861,2019-03-23,Entre 28 a 36 anos,Coribe,Bahia
47867,2019-02-10,Entre 16 a 21 anos,São João do Sul,Santa Catarina
48216,2020-12-14,Entre 16 a 21 anos,Dom Joaquim,Minas Gerais
5133,2019-08-05,Entre 16 a 21 anos,Sebastianópolis do Sul,São Paulo
82526,2019-05-16,Entre 22 a 27 anos,Capetinga,Minas Gerais
89,2020-03-18,Mais de 70 anos,Campestre da Serra,Rio Grande do Sul
35834,2021-02-26,Entre 50 a 61 anos,Vitória da Conquista,Bahia
71013,2019-05-25,Entre 50 a 61 anos,Zortéa,Santa Catarina
68604,2020-01-01,Entre 22 a 27 anos,Capela,Sergipe
51668,2021-01-19,Entre 50 a 61 anos,Progresso,Rio Grande do Sul
84157,2018-10-19,Entre 16 a 21 anos,Centenário do Sul,Paraná
92024,2018-08-09,Entre 37 a 49 anos,Anhanguera,Goiás
41546,2021-01-14,Entre 10 a 15 anos,Presidente Epitácio,São Paulo
25667,2021-02-14,Entre 50 a 61 anos,Bela Vista de Goiás,Goiás
40283,2018-08-23,Entre 16 a 21 anos,Itanhangá,Mato Grosso
28285,2019-05-12,Mais de 70 anos,Lagoa de São Francisco,Piauí
98362,2019-07-26,Entre 22 a 27 anos,Leopoldina,Minas Gerais
73759,2018-02-15,Entre 28 a 36 anos,Doresópolis,Minas Gerais
8368,2020-04-06,Entre 16 a 21 anos,Taquaraçu de Minas,Minas Gerais
19493,2019-05-11,Mais de 70 anos,Araçaí,Minas Gerais
68764,2020-02-29,Entre 22 a 27 anos,Motuca,São Paulo
79765,2018-03-08,Entre 62 a 70 anos,São Francisco,Minas Gerais
88803,2020-09-19,Entre 10 a 15 anos,Catende,Pernambuco
43729,2021-03-13,Mais de 70 anos,Lindoeste,Paraná
42642,2019-10-04,Entre 37 a 49 anos,Palestina,São Paulo
44045,2021-03-04,Entre 22 a 27 anos,Inhaúma,Minas Gerais
85590,2020-12-17,Entre 28 a 36 anos,Pinhal Grande,Rio Grande do Sul
54231,2021-04-16,Entre 62 a 70 anos,Quixeré,Ceará
87823,2020-10-21,Entre 10 a 15 anos,São Luiz Gonzaga,Rio Grande do Sul
96809,2019-04-21,Entre 16 a 21 anos,Cumbe,Sergipe
34041,2020-05-28,Entre 62 a 70 anos,Jacutinga,Rio Grande do Sul
10860,2019-06-25,Entre 16 a 21 anos,Silva Jardim,Rio de Janeiro
47153,2021-04-27,Entre 28 a 36 anos,Faina,Goiás
43780,2018-02-09,Entre 37 a 49 anos,Paranaíba,Mato Grosso do Sul
34166,2019-04-09,Entre 10 a 15 anos,Querência,Mato Grosso
7221,2018-10-30,Entre 50 a 61 anos,Cutias,Amapá
14939,2019-01-03,Mais de 70 anos,Governador Archer,Maranhão
99246,2019-09-20,Entre 50 a 61 anos,Mucambo,Ceará
93972,2018-12-25,Entre 62 a 70 anos,Nova Itaberaba,Santa Catarina
28294,2020-05-22,Entre 10 a 15 anos,Vicentina,Mato Grosso do Sul
49826,2020-07-28,Entre 62 a 70 anos,Alumínio,São Paulo
82889,2019-12-25,Mais de 70 anos,Itati,Rio Grande do Sul
32990,2020-07-12,Mais de 70 anos,Xambioá,Tocantins
61864,2019-04-18,Entre 28 a 36 anos,Matrinchã,Goiás
98647,2020-09-21,Entre 22 a 27 anos,Palhoça,Santa Catarina
26363,2019-10-09,Entre 16 a 21 anos,Minaçu,Goiás
86432,2018-08-03,Entre 62 a 70 anos,Cruzeiro do Sul,Rio Grande do Sul
86168,2018-03-01,Entre 28 a 36 anos,Guarantã,São Paulo
6739,2018-06-21,Entre 37 a 49 anos,Santana de Pirapama,Minas Gerais
90693,2018-08-14,Entre 37 a 49 anos,Chorozinho,Ceará
21023,2019-12-24,Entre 62 a 70 anos,Sampaio,Tocantins
49619,2018-07-16,Entre 16 a 21 anos,Hortolândia,São Paulo
83808,2018-12-06,Mais de 70 anos,Nina Rodrigues,Maranhão
77855,2019-03-07,Entre 16 a 21 anos,Coreaú,Ceará
69048,2021-01-30,Entre 37 a 49 anos,Palotina,Paraná
41257,2021-01-09,Entre 22 a 27 anos,Luiziânia,São Paulo
62892,2020-04-28,Entre 22 a 27 anos,Engenho Velho,Rio Grande do Sul
95163,2020-05-28,Entre 28 a 36 anos,Paty do Alferes,Rio de Janeiro
48018,2021-05-30,Entre 50 a 61 anos,Chapadão do Sul,Mato Grosso do Sul
42657,2018-08-17,Entre 28 a 36 anos,Jaciara,Mato Grosso
23987,2020-03-06,Entre 62 a 70 anos,Marquinho,Paraná
39081,2018-07-14,Entre 37 a 49 anos,Água Azul do Norte,Pará
85693,2019-11-25,Entre 28 a 36 anos,Goianinha,Rio Grande do Norte
67804,2018-01-07,Entre 22 a 27 anos,Catuji,Minas Gerais
17908,2019-02-06,Entre 16 a 21 anos,Poço Dantas,Paraíba
31522,2018-07-07,Entre 10 a 15 anos,Palmeirópolis,Tocantins
5290,2020-03-21,Entre 16 a 21 anos,Itapuí,São Paulo
36108,2019-01-28,Entre 22 a 27 anos,Monte Azul Paulista,São Paulo
16669,2019-09-30,Entre 37 a 49 anos,Carpina,Pernambuco
68656,2018-11-15,Mais de 70 anos,Paraíba do Sul,Rio de Janeiro
98898,2020-07-10,Entre 28 a 36 anos,Nossa Senhora do Livramento,Mato Grosso
86258,2018-05-20,Entre 10 a 15 anos,Itiquira,Mato Grosso
3764,2020-09-10,Entre 37 a 49 anos,Itaipava do Grajaú,Maranhão
27432,2018-05-01,Entre 16 a 21 anos,Faro,Pará
10778,2021-04-07,Mais de 70 anos,Itapeva,São Paulo
41972,2018-10-30,Entre 16 a 21 anos,Xambrê,Paraná
31623,2018-01-24,Entre 50 a 61 anos,Augustinópolis,Tocantins
79006,2019-06-28,Entre 16 a 21 anos,Bonfim,Roraima
70952,2020-06-12,Entre 37 a 49 anos,Santana do Manhuaçu,Minas Gerais
81458,2018-05-20,Entre 16 a 21 anos,Quadra,São Paulo
66730,2021-05-21,Entre 22 a 27 anos,Guaiúba,Ceará
14701,2019-05-16,Entre 28 a 36 anos,Nova Santa Helena,Mato Grosso
80539,2018-05-12,Entre 37 a 49 anos,Brás Pires,Minas Gerais
30444,2019-09-22,Entre 22 a 27 anos,Lizarda,Tocantins
21626,2019-12-27,Entre 50 a 61 anos,Santa Rita do Tocantins,Tocantins
60978,2021-05-28,Mais de 70 anos,Alenquer,Pará
62727,2018-10-23,Entre 10 a 15 anos,Candelária,Rio Grande do Sul
54275,2021-06-08,Mais de 70 anos,São João da Urtiga,Rio Grande do Sul
96903,2020-05-21,Entre 28 a 36 anos,Lagoa Grande do Maranhão,Maranhão
48289,2018-04-27,Entre 62 a 70 anos,Barra dos Coqueiros,Sergipe
25861,2021-01-24,Entre 62 a 70 anos,Sud Mennucci,São Paulo
22915,2020-09-23,Entre 37 a 49 anos,Juazeiro do Norte,Ceará
34376,2020-04-14,Entre 28 a 36 anos,Capela Nova,Minas Gerais
60924,2021-06-25,Entre 62 a 70 anos,Piracuruca,Piauí
7055,2020-10-04,Entre 50 a 61 anos,Águas de São Pedro,São Paulo
28192,2020-06-01,Entre 28 a 36 anos,São Sebastião do Rio Preto,Minas Gerais
69331,2020-10-26,Entre 16 a 21 anos,Barra Funda,Rio Grande do Sul
39332,2018-08-31,Entre 10 a 15 anos,Carmo do Rio Claro,Minas Gerais
57366,2018-09-20,Entre 50 a 61 anos,Taguaí,São Paulo
92574,2019-04-01,Entre 50 a 61 anos,Campo Redondo,Rio Grande do Norte
89078,2018-04-13,Entre 37 a 49 anos,Cristianópolis,Goiás
95651,2020-05-17,Entre 10 a 15 anos,Luís Domingues,Maranhão
28970,2021-01-25,Entre 22 a 27 anos,Novo Alegre,Tocantins
7830,2019-12-11,Entre 10 a 15 anos,Severínia,São Paulo
40954,2021-06-24,Entre 10 a 15 anos,Serrita,Pernambuco
30277,2020-02-17,Entre 50 a 61 anos,Pescador,Minas Gerais
41361,2019-05-31,Entre 37 a 49 anos,Flor da Serra do Sul,Paraná
13941,2018-09-03,Entre 62 a 70 anos,Caçu,Goiás
36601,2018-09-20,Entre 22 a 27 anos,Itaobim,Minas Gerais
48183,2018-02-25,Entre 62 a 70 anos,Bom Jesus,Piauí
97956,2020-06-19,Entre 50 a 61 anos,São João do Tigre,Paraíba
76208,2018-03-28,Entre 10 a 15 anos,Ereré,Ceará
21541,2018-03-01,Entre 37 a 49 anos,Progresso,Rio Grande do Sul
4995,2019-06-23,Mais de 70 anos,Nova Luzitânia,São Paulo
84660,2020-06-03,Entre 22 a 27 anos,Nova Olinda,Ceará
72249,2019-05-01,Entre 62 a 70 anos,Aparecida de Goiânia,Goiás
66525,2020-08-28,Entre 22 a 27 anos,Mamborê,Paraná
59600,2019-05-18,Entre 16 a 21 anos,Santa Inês,Maranhão
64559,2019-03-03,Entre 22 a 27 anos,Liberato Salzano,Rio Grande do Sul
4443,2018-04-13,Entre 37 a 49 anos,São Miguel do Tocantins,Tocantins
35789,2018-01-10,Entre 10 a 15 anos,Massapê do Piauí,Piauí
32524,2020-12-31,Entre 62 a 70 anos,Itaju do Colônia,Bahia
63155,2021-07-07,Entre 62 a 70 anos,Marataízes,Espírito Santo
68419,2019-07-03,Entre 10 a 15 anos,Salinópolis,Pará
37580,2018-04-22,Entre 62 a 70 anos,Caranaíba,Minas Gerais
7531,2020-12-14,Entre 50 a 61 anos,Oliveira dos Brejinhos,Bahia
61587,2020-01-05,Entre 50 a 61 anos,Pratápolis,Minas Gerais
38243,2020-04-14,Entre 10 a 15 anos,Mostardas,Rio Grande do Sul
86458,2020-09-21,Entre 50 a 61 anos,Venda Nova do Imigrante,Espírito Santo
81819,2020-07-12,Mais de 70 anos,Nova Olinda,Tocantins
36189,2020-05-20,Entre 50 a 61 anos,Deodápolis,Mato Grosso do Sul
94354,2018-07-03,Entre 10 a 15 anos,São Julião,Piauí
21205,2021-06-18,Entre 28 a 36 anos,Itatira,Ceará
24328,2021-06-03,Entre 50 a 61 anos,Coronel Pacheco,Minas Gerais
49989,2019-01-04,Entre 50 a 61 anos,Janduís,Rio Grande do Norte
32182,2020-12-26,Entre 62 a 70 anos,Itamari,Bahia
17653,2020-04-21,Entre 62 a 70 anos,Imbituba,Santa Catarina
86738,2019-01-15,Entre 37 a 49 anos,São Manoel do Paraná,Paraná
37565,2021-03-02,Entre 22 a 27 anos,Eugenópolis,Minas Gerais
97981,2018-04-29,Entre 62 a 70 anos,Pomerode,Santa Catarina
2216,2018-09-25,Entre 10 a 15 anos,Barroso,Minas Gerais
30547,2020-03-19,Entre 16 a 21 anos,Aparecida,São Paulo
63154,2018-03-20,Entre 16 a 21 anos,Jaguaré,Espírito Santo
74705,2021-06-08,Entre 62 a 70 anos,Granja,Ceará
5896,2019-03-31,Entre 50 a 61 anos,Jaupaci,Goiás
17054,2018-12-14,Entre 50 a 61 anos,Prata,Minas Gerais
10752,2021-06-12,Entre 62 a 70 anos,Hidrolina,Goiás
11236,2020-03-23,Mais de 70 anos,São José da Tapera,Alagoas
84915,2019-04-14,Entre 16 a 21 anos,Ribeirão dos Índios,São Paulo
32886,2021-06-15,Mais de 70 anos,Pedra,Pernambuco
82484,2019-06-26,Entre 50 a 61 anos,Divisa Alegre,Minas Gerais
24257,2018-07-16,Entre 50 a 61 anos,Nova Timboteua,Pará
33396,2020-01-24,Mais de 70 anos,Viçosa,Rio Grande do Norte
21947,2021-07-12,Entre 62 a 70 anos,São Miguel do Passa Quatro,Goiás
47729,2019-03-25,Entre 16 a 21 anos,Araguanã,Tocantins
30237,2021-06-12,Entre 62 a 70 anos,Mocajuba,Pará
84006,2020-10-08,Entre 16 a 21 anos,Andradina,São Paulo
47780,2019-02-16,Entre 37 a 49 anos,Umarizal,Rio Grande do Norte
69465,2018-02-07,Entre 10 a 15 anos,São Miguel do Passa Quatro,Goiás
5772,2018-06-06,Entre 37 a 49 anos,Luisburgo,Minas Gerais
2034,2019-12-29,Entre 37 a 49 anos,Acari,Rio Grande do Norte
66375,2018-05-02,Entre 50 a 61 anos,Pedras de Fogo,Paraíba
33960,2019-01-13,Mais de 70 anos,Horizontina,Rio Grande do Sul
12851,2018-07-26,Entre 62 a 70 anos,Santa Rita,Maranhão
44780,2021-03-29,Entre 50 a 61 anos,Lima Campos,Maranhão
5405,2019-05-26,Entre 62 a 70 anos,Encantado,Rio Grande do Sul
58537,2019-04-28,Entre 62 a 70 anos,Piçarra,Pará
91757,2019-03-04,Entre 10 a 15 anos,Capela do Alto Alegre,Bahia
52836,2019-12-04,Entre 10 a 15 anos,Piraju,São Paulo
73034,2020-11-15,Entre 50 a 61 anos,Uruará,Pará
25054,2018-10-08,Entre 22 a 27 anos,Serra Caiada,Rio Grande do Norte
68337,2019-06-22,Entre 10 a 15 anos,Nossa Senhora da Glória,Sergipe
60228,2020-03-17,Mais de 70 anos,Sarapuí,São Paulo
5826,2018-11-15,Entre 28 a 36 anos,Santa Rita do Tocantins,Tocantins
97498,2021-01-13,Entre 62 a 70 anos,Tasso Fragoso,Maranhão
7369,2018-11-02,Entre 22 a 27 anos,Jutaí,Amazonas
78901,2020-03-22,Entre 62 a 70 anos,São Francisco de Assis do Piauí,Piauí
68432,2019-10-26,Entre 28 a 36 anos,São Francisco do Oeste,Rio Grande do Norte
34976,2019-02-11,Entre 10 a 15 anos,Delfim Moreira,Minas Gerais
87933,2018-03-14,Mais de 70 anos,Itaipulândia,Paraná
5247,2018-08-20,Entre 28 a 36 anos,Rolante,Rio Grande do Sul
12311,2018-01-25,Entre 37 a 49 anos,Ministro Andreazza,Rondônia
91125,2019-07-13,Mais de 70 anos,Belo Horizonte,Minas Gerais
74612,2019-07-19,Entre 10 a 15 anos,Joaquim Nabuco,Pernambuco
37262,2020-05-13,Entre 62 a 70 anos,Saldanha Marinho,Rio Grande do Sul
16818,2018-11-15,Entre 28 a 36 anos,Aporé,Goiás
6723,2021-07-12,Entre 50 a 61 anos,Santa Cruz de Minas,Minas Gerais
54429,2020-08-31,Entre 50 a 61 anos,Parauapebas,Pará
98301,2020-03-27,Entre 62 a 70 anos,Pinheiros,Espírito Santo
51030,2019-01-29,Mais de 70 anos,Pirajuba,Minas Gerais
81520,2020-07-14,Entre 16 a 21 anos,Porto Barreiro,Paraná
76744,2020-07-29,Entre 62 a 70 anos,Jardim de Angicos,Rio Grande do Norte
54751,2019-01-28,Entre 10 a 15 anos,Rubim,Minas Gerais
81245,2021-05-20,Entre 37 a 49 anos,Canhoba,Sergipe
24342,2019-11-13,Entre 50 a 61 anos,Barra do Piraí,Rio de Janeiro
87722,2020-02-03,Entre 10 a 15 anos,Cláudia,Mato Grosso
99798,2021-01-15,Entre 22 a 27 anos,Itapetinga,Bahia
57197,2019-01-30,Entre 62 a 70 anos,Pracinha,São Paulo
18975,2018-09-30,Entre 50 a 61 anos,Monte Alegre de Goiás,Goiás
82348,2018-05-27,Entre 22 a 27 anos,Novo Tiradentes,Rio Grande do Sul
64729,2019-05-11,Entre 22 a 27 anos,Iraí de Minas,Minas Gerais
88350,2018-07-19,Entre 37 a 49 anos,Sirinhaém,Pernambuco
68150,2018-07-17,Entre 28 a 36 anos,Macaíba,Rio Grande do Norte
74863,2019-05-29,Entre 28 a 36 anos,São João de Iracema,São Paulo
1696,2021-06-19,Entre 50 a 61 anos,Getúlio Vargas,Rio Grande do Sul
12127,2020-08-29,Entre 37 a 49 anos,Eusébio,Ceará
23727,2021-03-17,Entre 62 a 70 anos,Jucurutu,Rio Grande do Norte
36180,2021-01-29,Entre 22 a 27 anos,São Valentim,Rio Grande do Sul
45768,2020-07-16,Entre 28 a 36 anos,São Félix do Piauí,Piauí
48862,2021-01-21,Entre 22 a 27 anos,Antônio Martins,Rio Grande do Norte
27188,2021-05-06,Entre 37 a 49 anos,Batayporã,Mato Grosso do Sul
3556,2020-08-04,Entre 62 a 70 anos,Confresa,Mato Grosso
6550,2021-06-17,Entre 10 a 15 anos,Santana do Araguaia,Pará
28049,2020-04-06,Entre 28 a 36 anos,Congonhal,Minas Gerais
53768,2018-04-25,Entre 37 a 49 anos,Luisburgo,Minas Gerais
70691,2019-05-17,Entre 62 a 70 anos,São Francisco do Brejão,Maranhão
5440,2020-07-03,Entre 62 a 70 anos,Santa Rita de Cássia,Bahia
46226,2021-05-05,Entre 50 a 61 anos,Doutor Ricardo,Rio Grande do Sul
6746,2019-07-23,Entre 16 a 21 anos,Mariano Moro,Rio Grande do Sul
20019,2019-10-29,Entre 62 a 70 anos,Piratini,Rio Grande do Sul
60487,2021-04-19,Entre 16 a 21 anos,Indiaporã,São Paulo
13950,2021-05-10,Entre 22 a 27 anos,Caturama,Bahia
17928,2019-05-06,Entre 50 a 61 anos,Ipixuna do Pará,Pará
9652,2018-04-02,Mais de 70 anos,Santa Luz,Piauí
55499,2020-11-28,Entre 10 a 15 anos,Cacique Doble,Rio Grande do Sul
28992,2018-07-14,Mais de 70 anos,Governador Lindenberg,Espírito Santo
59665,2019-04-08,Entre 37 a 49 anos,Novo Repartimento,Pará
3829,2020-11-10,Entre 28 a 36 anos,Jaraguá,Goiás
49829,2018-09-03,Entre 16 a 21 anos,Iporá,Goiás
36160,2019-01-14,Mais de 70 anos,Presidente Castelo Branco,Paraná
53310,2020-07-28,Entre 22 a 27 anos,Ingaí,Minas Gerais
52231,2019-12-14,Entre 10 a 15 anos,Ibarama,Rio Grande do Sul
77124,2019-03-27,Entre 16 a 21 anos,Blumenau,Santa Catarina
70038,2018-04-28,Entre 16 a 21 anos,Saudades,Santa Catarina
94125,2020-06-08,Entre 10 a 15 anos,Garuva,Santa Catarina
54568,2018-03-07,Entre 28 a 36 anos,Indianópolis,Minas Gerais
55347,2018-01-12,Entre 50 a 61 anos,Dores do Turvo,Minas Gerais
66800,2018-04-25,Entre 62 a 70 anos,Floriano Peixoto,Rio Grande do Sul
49115,2018-10-18,Entre 28 a 36 anos,Areia de Baraúnas,Paraíba
75101,2019-02-01,Entre 22 a 27 anos,Firminópolis,Goiás
57968,2018-04-12,Entre 28 a 36 anos,Jundiaí,São Paulo
86372,2018-03-07,Entre 37 a 49 anos,Herveiras,Rio Grande do Sul
36702,2020-02-14,Entre 50 a 61 anos,Pracinha,São Paulo
80107,2020-09-05,Mais de 70 anos,Riachão do Poço,Paraíba
8826,2019-10-04,Entre 10 a 15 anos,Boninal,Bahia
90878,2019-07-01,Entre 62 a 70 anos,Bom Sucesso,Paraíba
65410,2021-04-06,Entre 16 a 21 anos,Embu-Guaçu,São Paulo
42790,2020-12-14,Mais de 70 anos,Nova Bassano,Rio Grande do Sul
71807,2019-09-11,Entre 28 a 36 anos,Taquaritinga do Norte,Pernambuco
74213,2019-12-04,Entre 37 a 49 anos,Santo Antônio de Jesus,Bahia
21825,2018-05-29,Entre 62 a 70 anos,Monte Santo,Bahia
18386,2018-05-20,Entre 37 a 49 anos,Reserva,Paraná
21918,2018-03-09,Mais de 70 anos,Arvoredo,Santa Catarina
87554,2019-09-25,Entre 10 a 15 anos,Jacinto,Minas Gerais
8046,2020-06-13,Entre 28 a 36 anos,Marcos Parente,Piauí
80292,2021-06-16,Entre 50 a 61 anos,Itacambira,Minas Gerais
64255,2020-07-01,Entre 16 a 21 anos,Presidente Juscelino,Minas Gerais
51052,2019-03-19,Entre 22 a 27 anos,Bandeirante,Santa Catarina
66285,2021-02-10,Entre 16 a 21 anos,Rio Branco,Acre
49570,2021-03-22,Entre 50 a 61 anos,São José da Vitória,Bahia
999,2020-09-23,Entre 62 a 70 anos,Canelinha,Santa Catarina
11170,2018-04-15,Entre 37 a 49 anos,Nina Rodrigues,Maranhão
93098,2019-02-14,Entre 22 a 27 anos,Nova Petrópolis,Rio Grande do Sul
94269,2019-10-04,Entre 10 a 15 anos,Beberibe,Ceará
49349,2019-12-19,Entre 50 a 61 anos,Mafra,Santa Catarina
36892,2021-07-21,Entre 22 a 27 anos,Mariluz,Paraná
95938,2021-07-18,Entre 28 a 36 anos,Caputira,Minas Gerais
31457,2020-05-01,Entre 10 a 15 anos,Itaiópolis,Santa Catarina
99695,2018-03-22,Entre 50 a 61 anos,Jacareí,São Paulo
58054,2018-11-08,Entre 37 a 49 anos,Barras,Piauí
83522,2018-04-18,Entre 10 a 15 anos,Miranorte,Tocantins
79934,2018-12-26,Entre 10 a 15 anos,Canindé,Ceará
57108,2018-09-18,Entre 10 a 15 anos,Governador Luiz Rocha,Maranhão
85301,2020-08-31,Entre 62 a 70 anos,Ibaretama,Ceará
46357,2021-05-24,Entre 37 a 49 anos,Ilha das Flores,Sergipe
54243,2019-08-25,Entre 16 a 21 anos,Ouro Preto,Minas Gerais
84385,2021-02-07,Entre 50 a 61 anos,São Domingos do Prata,Minas Gerais
45163,2021-07-16,Entre 62 a 70 anos,Santa Maria,Rio Grande do Norte
25781,2018-04-28,Entre 22 a 27 anos,Barros Cassal,Rio Grande do Sul
91479,2021-05-15,Entre 22 a 27 anos,Uruaçu,Goiás
2920,2021-01-03,Entre 50 a 61 anos,Joanópolis,São Paulo
23672,2019-03-31,Entre 10 a 15 anos,Coruripe,Alagoas
83052,2019-12-27,Entre 50 a 61 anos,Duas Barras,Rio de Janeiro
89511,2020-12-02,Entre 16 a 21 anos,Ilha de Itamaracá,Pernambuco
80848,2018-12-11,Entre 50 a 61 anos,Novo Brasil,Goiás
26818,2020-12-27,Mais de 70 anos,Pedras de Fogo,Paraíba
93416,2018-04-13,Entre 62 a 70 anos,Lagoão,Rio Grande do Sul
43639,2020-11-09,Entre 50 a 61 anos,Apiúna,Santa Catarina
55691,2018-06-22,Entre 37 a 49 anos,Cruzmaltina,Paraná
22570,2019-10-23,Mais de 70 anos,Itabirinha,Minas Gerais
11629,2019-12-18,Entre 50 a 61 anos,Iraceminha,Santa Catarina
43993,2021-06-22,Entre 37 a 49 anos,Araruna,Paraná
29470,2019-11-06,Entre 22 a 27 anos,Volta Grande,Minas Gerais
37635,2018-12-22,Entre 37 a 49 anos,Afonso Cunha,Maranhão
54057,2020-05-16,Entre 16 a 21 anos,Pires do Rio,Goiás
35302,2018-09-13,Entre 28 a 36 anos,Nobres,Mato Grosso
11783,2019-01-17,Entre 22 a 27 anos,Casa Grande,Minas Gerais
32102,2020-11-11,Entre 10 a 15 anos,Pinhal de São Bento,Paraná
10610,2020-04-24,Entre 10 a 15 anos,Florianópolis,Santa Catarina
65754,2020-02-29,Mais de 70 anos,Chapada dos Guimarães,Mato Grosso
58055,2019-07-27,Mais de 70 anos,Carrasco Bonito,Tocantins
10729,2019-03-20,Entre 16 a 21 anos,Miguel Pereira,Rio de Janeiro
94764,2018-10-08,Mais de 70 anos,Madre de Deus de Minas,Minas Gerais
29483,2020-09-07,Entre 50 a 61 anos,Faro,Pará
63689,2020-01-04,Mais de 70 anos,Barrolândia,Tocantins
63473,2018-03-20,Entre 50 a 61 anos,Ubajara,Ceará
22142,2018-11-28,Entre 22 a 27 anos,Itatinga,São Paulo
65332,2020-02-23,Entre 28 a 36 anos,Passa Tempo,Minas Gerais
22689,2019-03-29,Entre 10 a 15 anos,Novo Oriente,Ceará
28060,2018-01-15,Entre 28 a 36 anos,Betânia,Pernambuco
1787,2019-03-17,Entre 50 a 61 anos,Salitre,Ceará
63238,2020-06-23,Entre 62 a 70 anos,Campo Bom,Rio Grande do Sul
85751,2018-05-17,Entre 28 a 36 anos,Alto Alegre dos Parecis,Rondônia
813,2019-04-16,Entre 16 a 21 anos,Pouso Redondo,Santa Catarina
40137,2019-12-17,Entre 16 a 21 anos,Itaúba,Mato Grosso
37490,2019-12-22,Entre 50 a 61 anos,Pimenteiras,Piauí
57325,2019-08-26,Entre 28 a 36 anos,Cruz,Ceará
34460,2020-07-07,Entre 28 a 36 anos,Feliz,Rio Grande do Sul
34610,2019-12-30,Entre 16 a 21 anos,Passagem Franca do Piauí,Piauí
46379,2020-07-28,Entre 16 a 21 anos,Turuçu,Rio Grande do Sul
97750,2021-04-28,Entre 22 a 27 anos,Santana do Cariri,Ceará
70432,2020-07-09,Entre 62 a 70 anos,Nepomuceno,Minas Gerais
58593,2021-04-05,Mais de 70 anos,Sooretama,Espírito Santo
2183,2019-03-08,Entre 28 a 36 anos,São Francisco do Sul,Santa Catarina
63594,2020-12-07,Entre 16 a 21 anos,Arauá,Sergipe
24472,2020-03-20,Entre 50 a 61 anos,Coronel Fabriciano,Minas Gerais
23036,2019-04-12,Entre 37 a 49 anos,Paraguaçu Paulista,São Paulo
80591,2018-06-23,Entre 37 a 49 anos,Barão de Melgaço,Mato Grosso
16194,2020-08-04,Entre 10 a 15 anos,Barracão,Paraná
57147,2019-12-25,Entre 37 a 49 anos,Palmital,Paraná
